Frame ID,QR ID,QR 2D,QR 3D: dist,QR 3D: yaw,QR 3D: pitch,QR 3D: roll
273,0,"[[408.0, 63.0], [467.0, 59.0], [472.0, 119.0], [415.0, 123.0]]",0.8108200332245792,-155.32392500078245,8.62195569708998,-1.6977061553945232
274,0,"[[412.0, 31.0], [470.0, 27.0], [473.0, 86.0], [415.0, 90.0]]",0.8249080827608488,-176.788574800097,5.762130764684966,-2.338767020017039
287,0,"[[228.0, 27.0], [288.0, 23.0], [294.0, 83.0], [236.0, 87.0]]",0.8479043347412181,-150.69863680482158,-15.083478222309628,-9.305206589838983
288,0,"[[122.0, 12.0], [187.0, 8.0], [195.0, 68.0], [131.0, 74.0]]",0.8194002727406655,178.53385304023539,-7.952923094975684,-7.726692776711431
308,0,"[[681.0, 56.0], [746.0, 55.0], [745.0, 118.0], [681.0, 117.0]]",0.776014049486783,-142.77128840542295,23.395816860058005,6.926497065178076
309,0,"[[812.0, 35.0], [883.0, 32.0], [877.0, 99.0], [807.0, 101.0]]",0.7908697068802492,-175.88155081726376,20.443994419133553,4.503897691339047
316,1,"[[615.0, 84.0], [640.0, 88.0], [637.0, 114.0], [611.0, 112.0]]",1.8257134843298,-168.2451280923247,-6.853330399600081,4.47931359286467
317,1,"[[672.0, 99.0], [698.0, 103.0], [694.0, 129.0], [669.0, 126.0]]",1.8459773145210139,-174.62875037074855,-3.9999344978760902,6.345366125630502
318,1,"[[702.0, 120.0], [727.0, 122.0], [724.0, 149.0], [698.0, 146.0]]",1.8703786188284663,-159.61118257975255,28.620671569960695,13.482290926765673
319,1,"[[705.0, 120.0], [732.0, 123.0], [728.0, 151.0], [702.0, 151.0]]",1.6831033316908985,-164.5561610389076,-11.788741355488872,-0.03846523037991175
320,1,"[[712.0, 116.0], [740.0, 118.0], [736.0, 147.0], [708.0, 144.0]]",1.7484678029307619,-161.9571842580778,25.08026417964943,11.920026981329693
321,1,"[[737.0, 115.0], [765.0, 116.0], [762.0, 145.0], [735.0, 143.0]]",1.7607306763243566,-156.42828278154892,33.06981037187262,12.613765867613406
322,1,"[[752.0, 111.0], [781.0, 113.0], [778.0, 142.0], [750.0, 141.0]]",1.7096420526149816,-172.10451355877086,-1.2511019937381478,2.442332221899769
323,1,"[[725.0, 92.0], [752.0, 93.0], [750.0, 123.0], [721.0, 123.0]]",1.6650271504295722,-163.1715945882646,-7.47963590975517,-1.182327833746986
324,1,"[[688.0, 106.0], [714.0, 107.0], [712.0, 136.0], [684.0, 136.0]]",1.6875223352990516,-161.43643430297584,-9.576318516655231,-1.6155195724191178
325,1,"[[658.0, 88.0], [686.0, 90.0], [684.0, 121.0], [656.0, 119.0]]",1.603745130578484,-171.260995033876,-11.92198885459373,0.3405233089574981
326,1,"[[657.0, 92.0], [686.0, 94.0], [683.0, 124.0], [654.0, 123.0]]",1.6344933884364994,-164.42931397538052,-3.7330260323702174,1.647945716749481
327,1,"[[669.0, 80.0], [699.0, 82.0], [696.0, 114.0], [667.0, 113.0]]",1.5470545547102357,-167.29834163764735,-10.151601001060342,-0.36811444903565654
328,1,"[[663.0, 75.0], [694.0, 77.0], [691.0, 109.0], [661.0, 108.0]]",1.547831979879249,-167.8022959293164,-5.387609784756539,0.9118755975588366
329,1,"[[643.0, 73.0], [674.0, 76.0], [671.0, 109.0], [640.0, 107.0]]",1.4913282350435724,-169.19415933139067,-8.577781911418064,1.7350653501167526
330,1,"[[664.0, 73.0], [696.0, 76.0], [693.0, 108.0], [661.0, 107.0]]",1.5166184573266979,-170.37408235991523,0.048888208984907304,3.37132576095731
331,1,"[[676.0, 75.0], [709.0, 78.0], [704.0, 113.0], [673.0, 111.0]]",1.4209065732566049,-165.583326851669,-10.69435757195867,0.8838216059441785
332,1,"[[674.0, 83.0], [707.0, 85.0], [704.0, 121.0], [671.0, 119.0]]",1.3944569079183453,-168.45367950308207,-8.804047936453443,0.6411683220615944
333,1,"[[663.0, 73.0], [697.0, 75.0], [695.0, 112.0], [660.0, 110.0]]",1.3547051115261164,-170.91330878331604,-6.840842745130615,1.0351919622046561
334,1,"[[648.0, 99.0], [684.0, 100.0], [682.0, 139.0], [647.0, 138.0]]",1.2693455378702063,-169.83616907229327,-10.955829696139439,-1.5859303923539998
335,1,"[[676.0, 98.0], [714.0, 99.0], [712.0, 137.0], [674.0, 137.0]]",1.2920583352598163,-170.65283414839135,4.068418970616224,1.5895745445366065
336,1,"[[676.0, 98.0], [714.0, 99.0], [712.0, 137.0], [674.0, 137.0]]",1.2920583352598163,-170.65283414839135,4.068418970616224,1.5895745445366065
337,1,"[[703.0, 120.0], [742.0, 124.0], [739.0, 165.0], [700.0, 163.0]]",1.1721583869929093,-174.3834164460769,-8.616035564658638,1.9972886333894757
338,1,"[[713.0, 117.0], [755.0, 120.0], [752.0, 163.0], [710.0, 161.0]]",1.1359643751993609,-174.85329688430824,-2.759589992665374,2.487285443776853
339,1,"[[732.0, 109.0], [777.0, 111.0], [773.0, 157.0], [730.0, 155.0]]",1.0890331001707354,-173.00351667836628,-3.07402163336982,1.5240652026883346
340,1,"[[732.0, 122.0], [777.0, 124.0], [774.0, 171.0], [730.0, 169.0]]",1.0583403544361312,-174.4228290426965,-5.08252189682875,1.0975073537500522
341,1,"[[759.0, 103.0], [807.0, 104.0], [805.0, 156.0], [757.0, 155.0]]",0.9743385457920531,-173.22567885483468,-7.139301025298174,-0.7763239090745163
342,1,"[[769.0, 123.0], [820.0, 125.0], [819.0, 175.0], [768.0, 176.0]]",0.9679724743726564,-177.8287086141839,-0.047970522922025666,0.43991602145552766
343,1,"[[806.0, 102.0], [862.0, 102.0], [862.0, 160.0], [806.0, 160.0]]",0.8774858213606836,-178.13725950436168,-3.024910192952905,-0.7963569407755142
344,1,"[[848.0, 125.0], [907.0, 127.0], [907.0, 189.0], [847.0, 187.0]]",0.8220107378840433,179.16373892015545,-4.695630005518192,0.878847484589142
364,3,"[[487.0, 122.0], [503.0, 123.0], [502.0, 139.0], [486.0, 139.0]]",2.890946770000842,-157.74219969058584,-9.88505034099746,-0.8468876020495516
365,3,"[[492.0, 123.0], [509.0, 124.0], [508.0, 140.0], [492.0, 139.0]]",2.846326515700132,-146.674804818738,6.394325452226477,4.832950792743391
368,3,"[[503.0, 158.0], [521.0, 159.0], [521.0, 177.0], [503.0, 179.0]]",2.431018316257058,-164.639975859368,-17.52706939307596,-5.365578376422753
369,3,"[[486.0, 153.0], [504.0, 152.0], [505.0, 170.0], [487.0, 173.0]]",2.467782605705446,-158.27201420710017,-14.311841642282353,-9.494395793703664
370,3,"[[495.0, 170.0], [513.0, 170.0], [512.0, 189.0], [496.0, 189.0]]",2.7246491771905257,-168.83602316588983,2.5662822861717607,0.22435577973527618
372,3,"[[542.0, 145.0], [561.0, 146.0], [559.0, 166.0], [541.0, 165.0]]",2.524862336447906,-167.65564474965277,-1.264856819953592,2.940391503670661
373,3,"[[544.0, 159.0], [564.0, 161.0], [563.0, 180.0], [544.0, 180.0]]",2.35041231082221,-177.6665610663156,-8.10560756877275,1.084030635994989
374,3,"[[547.0, 169.0], [567.0, 168.0], [567.0, 190.0], [548.0, 191.0]]",2.3581352669247684,-169.41953381992724,-5.8064205145637775,-3.74901176667572
376,3,"[[527.0, 150.0], [549.0, 151.0], [548.0, 173.0], [528.0, 173.0]]",2.1137191421953907,-173.08355580739584,-14.721107542149646,-2.0577516926369084
377,3,"[[504.0, 133.0], [526.0, 132.0], [527.0, 155.0], [506.0, 156.0]]",2.18321294095532,-165.60494745899143,10.864514423518164,-1.1169840780623184
378,3,"[[512.0, 165.0], [535.0, 164.0], [536.0, 188.0], [514.0, 190.0]]",1.9317714903318357,-169.27299394995967,-16.87512656887812,-7.263504777305854
379,3,"[[523.0, 176.0], [547.0, 175.0], [548.0, 197.0], [525.0, 200.0]]",1.9849101138761156,-155.5008109104555,2.371957921259456,-4.75933989955055
380,3,"[[542.0, 135.0], [567.0, 135.0], [566.0, 159.0], [542.0, 159.0]]",1.9306220534277145,-151.50858141642965,4.2108809972617856,0.6952493047237499
381,3,"[[560.0, 151.0], [585.0, 151.0], [585.0, 177.0], [561.0, 177.0]]",1.8310507525660566,-160.67560589903584,24.908464179897358,5.235975614065479
382,3,"[[562.0, 155.0], [587.0, 154.0], [588.0, 181.0], [563.0, 182.0]]",1.768347709764699,-170.98565308725378,-13.083839312084413,-5.114636322967589
383,3,"[[554.0, 162.0], [580.0, 161.0], [580.0, 187.0], [554.0, 188.0]]",1.8009518841150831,-179.98711961066707,13.746844040130483,0.21642898733436486
385,3,"[[551.0, 148.0], [578.0, 148.0], [577.0, 177.0], [551.0, 177.0]]",1.7566283586836158,-169.07499000062433,-3.333675238514117,-0.7714095853451158
386,3,"[[552.0, 140.0], [580.0, 140.0], [580.0, 169.0], [553.0, 170.0]]",1.6253822278694785,-170.16441272371728,-12.42778657494896,-3.990571388870534
387,3,"[[562.0, 135.0], [591.0, 134.0], [592.0, 164.0], [563.0, 166.0]]",1.5771770283098905,-168.1492753900605,-7.8569646067822845,-4.879204371170225
388,3,"[[573.0, 149.0], [603.0, 147.0], [605.0, 177.0], [575.0, 180.0]]",1.5651735306015595,-170.8936888483904,0.1390659315230106,-4.9368335096537255
389,3,"[[604.0, 117.0], [635.0, 117.0], [635.0, 149.0], [604.0, 150.0]]",1.4993857779943929,-169.90530601290814,-5.562656781728373,-2.4904375866104806
390,3,"[[629.0, 126.0], [662.0, 126.0], [664.0, 160.0], [630.0, 160.0]]",1.3861839904097817,177.3569593636531,-5.327607868144516,-1.468109130952369
391,3,"[[665.0, 144.0], [699.0, 142.0], [700.0, 178.0], [666.0, 179.0]]",1.3704425066069044,-162.7889448240342,31.665397670993702,4.173912602885115
392,3,"[[675.0, 140.0], [711.0, 137.0], [711.0, 175.0], [676.0, 176.0]]",1.3231111930112691,-166.76643997845062,32.08364549740684,3.656080428630889
393,3,"[[688.0, 105.0], [724.0, 104.0], [725.0, 143.0], [689.0, 145.0]]",1.2573641430267937,-171.54704205048796,-9.758089473528125,-4.954750933920169
394,3,"[[698.0, 104.0], [736.0, 101.0], [737.0, 141.0], [700.0, 143.0]]",1.2614043421966312,-159.2313702582609,35.33214549594074,5.381200046791814
395,3,"[[708.0, 64.0], [748.0, 62.0], [750.0, 105.0], [709.0, 108.0]]",1.1675728021688572,-171.49703057830453,-5.6228708852427465,-5.231039586050378
396,3,"[[728.0, 74.0], [771.0, 71.0], [773.0, 117.0], [730.0, 120.0]]",1.103488200262223,-172.41323444284396,-5.111138965354067,-5.487315962157774
397,3,"[[792.0, 44.0], [840.0, 42.0], [839.0, 93.0], [792.0, 95.0]]",1.0366636278603885,-170.8612176487088,-3.993777158714578,-3.6098816707973507
398,3,"[[850.0, 44.0], [902.0, 43.0], [901.0, 97.0], [850.0, 99.0]]",0.9825279593100977,-174.473613533887,-3.6402016821828944,-2.5444984258241843
399,3,"[[888.0, 47.0], [942.0, 45.0], [942.0, 101.0], [888.0, 103.0]]",0.9659004544377174,-176.27233279862833,-2.3618487974566755,-2.417343900365806
418,2,"[[273.0, 63.0], [305.0, 62.0], [304.0, 102.0], [274.0, 103.0]]",1.5178370400992345,-160.3055249056083,-29.094015470239395,-8.821009240923342
422,5,"[[69.0, 77.0], [87.0, 78.0], [87.0, 96.0], [69.0, 95.0]]",2.9329716642830714,-174.48757004731812,-0.6162266809998642,2.648698206874867
422,2,"[[604.0, 61.0], [634.0, 57.0], [630.0, 98.0], [600.0, 101.0]]",1.2153680509061533,-170.60483930875142,50.243040150002415,12.337630495420688
423,2,"[[629.0, 64.0], [660.0, 61.0], [656.0, 102.0], [625.0, 104.0]]",1.2264616728787106,-168.09203772742313,49.10420551660938,13.675846628691067
424,2,"[[680.0, 58.0], [711.0, 55.0], [706.0, 98.0], [675.0, 100.0]]",1.1887594006001172,-163.77250055718702,54.889709715951106,18.353434765488124
425,2,"[[723.0, 68.0], [754.0, 65.0], [750.0, 110.0], [718.0, 111.0]]",1.162809819477332,-158.11850265036753,58.391640446740844,21.863145475639545
426,5,"[[276.0, 117.0], [293.0, 118.0], [293.0, 134.0], [276.0, 132.0]]",3.1731509978064616,-173.48956739270184,-12.690811915386298,1.125304098979378
426,2,"[[782.0, 64.0], [815.0, 59.0], [811.0, 104.0], [777.0, 108.0]]",1.1692439703072341,-162.69251548725975,61.253982880198386,18.377285290235793
427,5,"[[298.0, 110.0], [316.0, 111.0], [314.0, 127.0], [298.0, 125.0]]",2.8697951010567446,-141.13494303635972,-12.43160137281484,1.9860844580666528
427,2,"[[789.0, 47.0], [822.0, 40.0], [818.0, 87.0], [785.0, 92.0]]",1.1438441373346124,-160.47125528351742,64.49143226131447,19.883461084917588
428,5,"[[305.0, 94.0], [322.0, 95.0], [321.0, 111.0], [305.0, 110.0]]",2.9634234173581566,-147.9539021815543,-12.346806615493673,0.0949787338344247
428,2,"[[787.0, 28.0], [820.0, 21.0], [815.0, 71.0], [783.0, 75.0]]",1.1010284588543244,-152.3596111285242,66.11350338844159,27.179495738414058
429,2,"[[798.0, 33.0], [831.0, 27.0], [826.0, 76.0], [793.0, 81.0]]",1.1017736301614947,-153.57864676619292,66.32963575226601,26.718329210088125
431,5,"[[379.0, 91.0], [395.0, 92.0], [395.0, 108.0], [379.0, 108.0]]",2.9787000610892376,-166.57527977969679,-12.398307916325805,-1.741650750350266
434,5,"[[423.0, 128.0], [440.0, 127.0], [441.0, 143.0], [424.0, 144.0]]",2.7760513750515945,170.48102739608555,-0.008863144321611281,-3.5482022608643153
435,5,"[[422.0, 136.0], [439.0, 135.0], [440.0, 152.0], [424.0, 153.0]]",2.804953212562693,-160.75397781785767,9.310106022607876,-1.4526377755000872
436,5,"[[434.0, 164.0], [451.0, 165.0], [451.0, 182.0], [435.0, 182.0]]",2.6831399077771283,-176.91378527893258,-20.293210244079987,-2.5097022866047536
436,2,"[[889.0, 32.0], [929.0, 16.0], [926.0, 82.0], [888.0, 94.0]]",0.857956225287225,-142.91447364176028,80.12899622228026,35.17522703816423
438,5,"[[462.0, 177.0], [478.0, 178.0], [478.0, 195.0], [461.0, 195.0]]",2.695853960143152,-169.22764833091935,-17.270513184101304,-1.555800304893902
439,5,"[[441.0, 198.0], [457.0, 199.0], [457.0, 216.0], [440.0, 215.0]]",2.743574522180148,-177.4268233657703,-14.272055721577289,1.1495949937679446
439,2,"[[898.0, 55.0], [942.0, 39.0], [938.0, 112.0], [894.0, 123.0]]",0.7732746173356948,-144.97585710268214,80.05171224924077,34.68122905679609
440,5,"[[416.0, 193.0], [433.0, 193.0], [434.0, 210.0], [416.0, 210.0]]",2.6618267728490355,173.18582721958236,-6.078081909483428,-1.0867315268144973
440,2,"[[880.0, 45.0], [926.0, 27.0], [921.0, 102.0], [876.0, 114.0]]",0.7525912148610774,-152.41966772276268,78.83452345130877,27.974401903175863
441,5,"[[386.0, 171.0], [404.0, 171.0], [404.0, 189.0], [386.0, 187.0]]",2.603500730413174,-148.29393827399323,1.4751998177855479,3.42141758718435
442,5,"[[351.0, 199.0], [368.0, 197.0], [370.0, 215.0], [352.0, 216.0]]",2.6609545525167086,-179.6300163481723,2.5793921862020204,-4.660084562253862
442,2,"[[849.0, 33.0], [900.0, 11.0], [897.0, 94.0], [845.0, 110.0]]",0.669338194826659,-162.42383242431848,76.86214319688119,17.650485740633332
443,2,"[[881.0, 35.0], [939.0, 10.0], [940.0, 96.0], [881.0, 114.0]]",0.6569891805951585,-166.38691141723177,75.9163542300819,10.785048108091795
444,5,"[[352.0, 213.0], [371.0, 212.0], [372.0, 231.0], [355.0, 232.0]]",2.585420123839819,-166.8342567168067,3.556184992560492,-3.3543970218250565
445,5,"[[371.0, 217.0], [389.0, 216.0], [391.0, 235.0], [373.0, 236.0]]",2.4456573429941395,-165.6227189323216,15.276258891005103,-1.0502460001655542
446,5,"[[406.0, 219.0], [426.0, 216.0], [427.0, 235.0], [408.0, 236.0]]",2.370009425607242,-148.06777900625195,-5.0804928414052695,-6.6365772158733645
447,5,"[[428.0, 176.0], [447.0, 176.0], [448.0, 195.0], [428.0, 195.0]]",2.393152550644009,174.16999235096256,-4.889438876560056,-0.9997235011422221
449,5,"[[490.0, 161.0], [510.0, 160.0], [511.0, 181.0], [492.0, 182.0]]",2.3911218322314585,-168.1289511500027,5.459286739283917,-2.7995730835508117
450,5,"[[517.0, 156.0], [538.0, 154.0], [539.0, 175.0], [519.0, 176.0]]",2.281347506476487,-158.2193283849782,8.717422320075046,-2.594271129732716
451,5,"[[535.0, 154.0], [555.0, 153.0], [557.0, 174.0], [536.0, 176.0]]",2.211157272301561,-171.24192322502125,-9.336233367294295,-6.191207892790197
452,5,"[[536.0, 139.0], [558.0, 138.0], [558.0, 159.0], [537.0, 160.0]]",2.195202305217409,-151.29382664419822,4.024274469045455,-2.0392115773486843
454,5,"[[555.0, 128.0], [577.0, 126.0], [578.0, 149.0], [556.0, 151.0]]",2.0881515870198,-161.1958493981215,-6.539335552807876,-6.893747887190935
455,4,"[[430.0, 225.0], [441.0, 226.0], [441.0, 236.0], [430.0, 236.0]]",4.19631393824238,168.21871116392697,-8.367578494872802,1.470392911635569
455,5,"[[564.0, 122.0], [587.0, 120.0], [589.0, 143.0], [566.0, 146.0]]",2.05139086654069,-167.87838262954338,0.7249427101336251,-6.275279957573326
456,5,"[[574.0, 127.0], [597.0, 126.0], [599.0, 150.0], [576.0, 152.0]]",1.9548549046564168,-174.1840343613032,-10.777868412423516,-6.401075683452964
457,5,"[[634.0, 125.0], [660.0, 124.0], [660.0, 149.0], [636.0, 151.0]]",1.909546672280727,-171.17622529046216,0.5927279531300393,-3.6734666836029457
458,7,"[[432.0, 274.0], [432.0, 265.0], [442.0, 265.0], [441.0, 275.0]]",4.851335419853308,175.65979588655827,5.578357516904853,-86.92675680500703
458,5,"[[657.0, 117.0], [683.0, 115.0], [684.0, 142.0], [658.0, 143.0]]",1.8474609712592753,-159.45325414106463,25.304583472964193,2.6251867290160513
459,5,"[[679.0, 113.0], [707.0, 111.0], [707.0, 138.0], [680.0, 140.0]]",1.8058532075373277,-155.57276947923881,13.197859253418757,-1.3834772983873076
460,4,"[[532.0, 232.0], [543.0, 232.0], [543.0, 244.0], [532.0, 244.0]]",3.886882374086631,-173.3850170258289,-18.222902462061686,-2.467365034675338
460,5,"[[688.0, 111.0], [717.0, 109.0], [717.0, 137.0], [690.0, 139.0]]",1.763968544355596,-158.14552033548412,22.832326134111494,1.2641821180649933
462,5,"[[699.0, 88.0], [731.0, 86.0], [730.0, 116.0], [700.0, 118.0]]",1.6293585869738132,-150.01645565810668,14.98382638681937,-0.052604851614809656
463,7,"[[447.0, 265.0], [447.0, 255.0], [457.0, 254.0], [457.0, 265.0]]",4.359546696916431,160.78235402052033,-2.947035449143658,-89.94011105849783
463,4,"[[524.0, 212.0], [536.0, 212.0], [536.0, 225.0], [524.0, 225.0]]",3.6039785789425376,-172.21982532606924,-17.301979434975053,-2.738036482207971
463,5,"[[695.0, 79.0], [727.0, 76.0], [727.0, 107.0], [697.0, 109.0]]",1.6246559781797694,-152.06096396568455,20.16289920572442,0.6826523770607232
464,7,"[[446.0, 272.0], [446.0, 261.0], [456.0, 261.0], [456.0, 271.0]]",4.355312295927926,-159.6444614203641,13.84876167059588,-89.78307752180392
464,5,"[[698.0, 73.0], [731.0, 69.0], [732.0, 101.0], [700.0, 104.0]]",1.5607215080300627,-150.1272513701741,17.881566934274353,-1.5783971085427224
465,4,"[[505.0, 231.0], [517.0, 230.0], [518.0, 242.0], [505.0, 243.0]]",3.678062112094345,168.19744906449736,9.721918326391682,-3.545017502954139
465,5,"[[685.0, 82.0], [719.0, 79.0], [719.0, 112.0], [687.0, 115.0]]",1.52007618426913,-157.8662148757903,14.220501153730059,-1.8278127083417148
466,4,"[[548.0, 218.0], [561.0, 218.0], [561.0, 231.0], [548.0, 231.0]]",3.5827650441935166,-178.52846340045,1.592613724670659,0.0549168776311488
466,5,"[[745.0, 59.0], [781.0, 55.0], [782.0, 91.0], [746.0, 94.0]]",1.4484717746630662,-155.58674863965936,25.146067675424533,1.5470565282386515
467,7,"[[474.0, 264.0], [473.0, 253.0], [483.0, 252.0], [484.0, 263.0]]",4.194997756768197,154.0577179560934,4.445507532442965,-95.223017156073
467,4,"[[556.0, 207.0], [569.0, 207.0], [569.0, 220.0], [555.0, 220.0]]",3.452280833740858,171.10205197871488,11.403770341377797,1.5423366089216575
467,5,"[[762.0, 38.0], [800.0, 34.0], [801.0, 72.0], [763.0, 76.0]]",1.3820887642585646,-170.25072543303173,9.167220456877628,-3.3964978549448124
468,7,"[[472.0, 271.0], [472.0, 260.0], [482.0, 259.0], [483.0, 271.0]]",4.017289901883818,154.6397408484145,4.5022895409265145,-92.47974347545073
468,5,"[[778.0, 22.0], [819.0, 18.0], [820.0, 59.0], [779.0, 63.0]]",1.2909997977706702,-172.56849109764156,7.374004527467392,-3.2817742581632
469,4,"[[562.0, 202.0], [575.0, 200.0], [576.0, 216.0], [563.0, 216.0]]",3.129451823343042,-169.41627341114062,36.7333810533904,1.6532075679091434
470,4,"[[504.0, 212.0], [517.0, 211.0], [519.0, 225.0], [504.0, 226.0]]",3.302679931187575,178.84508725992555,2.1430880170877566,-3.9195788578771755
471,4,"[[498.0, 209.0], [512.0, 208.0], [513.0, 222.0], [498.0, 223.0]]",3.1843130456557858,170.34886258870122,8.747111078614484,-2.8422821515166072
475,4,"[[527.0, 205.0], [542.0, 205.0], [542.0, 221.0], [527.0, 221.0]]",2.933504665707922,-172.24266430727326,-14.603835031020797,-2.4132470279216203
476,4,"[[535.0, 218.0], [550.0, 217.0], [551.0, 233.0], [535.0, 234.0]]",2.9077173438791246,-178.46671437558194,19.806952510909994,-1.2042222429510208
